ano	cancelado	createdAt	data_assinatura	data_atualizacao_pncp	data_fim_vigencia	data_inicio_vigencia	data_publicacao_pncp	description	doc_type	document_type	esfera_id	esfera_nome	id	index	item_url	modalidade_licitacao_id	modalidade_licitacao_nome	municipio_id	municipio_nome	numero	numero_controle_pncp	numero_sequencial	numero_sequencial_compra_ata	orgao_cnpj	orgao_id	orgao_nome	orgao_subrogado_id	orgao_subrogado_nome	poder_id	poder_nome	situacao_id	situacao_nome	tem_resultado	tipo_contrato_id	tipo_contrato_nome	tipo_id	tipo_nome	title	uf	unidade_codigo	unidade_id	unidade_nome	valor_global
2022	False	2023-08-31T21:11:59.959087	2022-07-19	2022-07-25T11:12:52.439337	2023-07-22	2022-07-22	2022-07-25T11:12:52.439337	REGISTRO DE PREÇO PARA AQUISIÇÕES FUTURAS E EVENTUAIS DE GÊNEROS LÁCTEOS PARA ATENDER ÀS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE CRISTAIS/MG	_doc	ata	M	Municipal	a92ed22173b398a003382d57f6cd3e7a	catalog2	/atas/17888082000155/2022/11/1	6	Pregão - Eletrônico	2467	Cristais		17888082000155-1-000011/2022-000001	1	11	17888082000155	17068	MUNICIPIO DE CRISTAIS			N	Não se aplica	1	Divulgada no PNCP				1	Edital	Ata nº 238/2022	MG	02.03.00	29076	SECRETARIA DE  ADMINISTRAÇÃO E PLANEJAMENTO	
2022	False	2023-08-31T21:11:59.983628	2022-07-19	2022-07-25T11:12:57.031529	2023-07-18	2022-07-19	2022-07-25T11:12:57.031529	REGISTRO DE PREÇO PARA AQUISIÇÕES FUTURAS E EVENTUAIS DE GÊNEROS LÁCTEOS PARA ATENDER ÀS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE CRISTAIS/MG	_doc	ata	M	Municipal	d2e8f2459719d9f1d35679871d6ad8bb	catalog2	/atas/17888082000155/2022/11/2	6	Pregão - Eletrônico	2467	Cristais		17888082000155-1-000011/2022-000002	2	11	17888082000155	17068	MUNICIPIO DE CRISTAIS			N	Não se aplica	1	Divulgada no PNCP				1	Edital	Ata nº 239/2022	MG	02.03.00	29076	SECRETARIA DE  ADMINISTRAÇÃO E PLANEJAMENTO	
2022	False	2023-08-31T21:12:00.004157	2022-07-19	2022-07-25T11:13:01.713315	2023-07-18	2022-07-19	2022-07-25T11:13:01.713315	REGISTRO DE PREÇO PARA AQUISIÇÕES FUTURAS E EVENTUAIS DE GÊNEROS LÁCTEOS PARA ATENDER ÀS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE CRISTAIS/MG	_doc	ata	M	Municipal	6c8a86ae970d0a1d5376f9275c8c35ab	catalog2	/atas/17888082000155/2022/11/3	6	Pregão - Eletrônico	2467	Cristais		17888082000155-1-000011/2022-000003	3	11	17888082000155	17068	MUNICIPIO DE CRISTAIS			N	Não se aplica	1	Divulgada no PNCP				1	Edital	Ata nº 240/2022	MG	02.03.00	29076	SECRETARIA DE  ADMINISTRAÇÃO E PLANEJAMENTO	
2022	False	2023-08-31T21:12:00.025068	2022-08-01	2022-08-02T12:55:42.256074	2023-08-01	2022-08-02	2022-08-02T12:55:42.256074	REGISTRO DE PREÇO PARA AQUISIÇÕES FUTURAS E EVENTUAIS DE TUBO DE CONCRETO (PRÉ-MOLDADO COM ARMAÇÃO METÁLICA) PARA ATENDER ÀS NECESSIDADES DA SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS DE CRISTAIS/MG	_doc	ata	M	Municipal	1f703c0a91ab10a84966803609a66994	catalog2	/atas/17888082000155/2022/13/1	6	Pregão - Eletrônico	2467	Cristais		17888082000155-1-000013/2022-000001	1	13	17888082000155	17068	MUNICIPIO DE CRISTAIS			N	Não se aplica	1	Divulgada no PNCP				1	Edital	Ata nº 244/2022	MG	02.03.00	29076	SECRETARIA DE  ADMINISTRAÇÃO E PLANEJAMENTO	
2022	False	2023-08-31T21:12:00.043204	2022-08-05	2022-08-11T16:48:42.745538	2023-08-05	2022-08-08	2022-08-11T16:48:42.745538	REGISTRO DE PREÇO PARA AQUISIÇÃO FUTURA E EVENTUAL DE KIT DE NATALIDADE PARA ATENDER ÁS NECESSIDADES DA SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL DO MUNICIPIO DE CRISTAIS/MG	_doc	ata	M	Municipal	f6f79d6eea1af4b30de1b9be7c333e9e	catalog2	/atas/17888082000155/2022/14/3	6	Pregão - Eletrônico	2467	Cristais		17888082000155-1-000014/2022-000003	3	14	17888082000155	17068	MUNICIPIO DE CRISTAIS			N	Não se aplica	1	Divulgada no PNCP				1	Edital	Ata nº 273/2022	MG	02.03.00	29076	SECRETARIA DE  ADMINISTRAÇÃO E PLANEJAMENTO	
2022	False	2023-08-31T21:12:00.058625	2022-08-04	2022-08-12T17:00:30.902340	2023-08-04	2022-08-08	2022-08-12T17:00:30.902340	REGISTRO DE PREÇO PARA AQUISIÇÃO FUTURA E EVENTUAL DE MATERIAIS DE LIMPEZA, UTENSÍLIOS DOMÉSTICOS, PRODUTOS DE HIGIENE PESSOAL E CONGÊNERES, PARA ATENDER AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE CRISTAIS/MG	_doc	ata	M	Municipal	1a20b8d463bfd34b53c8140c8225b5b0	catalog2	/atas/17888082000155/2022/12/1	6	Pregão - Eletrônico	2467	Cristais		17888082000155-1-000012/2022-000001	1	12	17888082000155	17068	MUNICIPIO DE CRISTAIS			N	Não se aplica	1	Divulgada no PNCP				1	Edital	Ata nº 245/2022	MG	02.03.00	29076	SECRETARIA DE  ADMINISTRAÇÃO E PLANEJAMENTO	
2022	False	2023-08-31T21:12:00.072839	2022-08-04	2022-08-12T17:00:37.088960	2023-08-04	2022-08-04	2022-08-12T17:00:37.088960	REGISTRO DE PREÇO PARA AQUISIÇÃO FUTURA E EVENTUAL DE MATERIAIS DE LIMPEZA, UTENSÍLIOS DOMÉSTICOS, PRODUTOS DE HIGIENE PESSOAL E CONGÊNERES, PARA ATENDER AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE CRISTAIS/MG	_doc	ata	M	Municipal	918131eb88548dc555f7eee9c9106f1c	catalog2	/atas/17888082000155/2022/12/2	6	Pregão - Eletrônico	2467	Cristais		17888082000155-1-000012/2022-000002	2	12	17888082000155	17068	MUNICIPIO DE CRISTAIS			N	Não se aplica	1	Divulgada no PNCP				1	Edital	Ata nº 246/2022	MG	02.03.00	29076	SECRETARIA DE  ADMINISTRAÇÃO E PLANEJAMENTO	
2022	False	2023-08-31T21:12:00.086508	2022-08-04	2022-08-12T17:00:41.600773	2023-08-04	2022-08-05	2022-08-12T17:00:41.600773	REGISTRO DE PREÇO PARA AQUISIÇÃO FUTURA E EVENTUAL DE MATERIAIS DE LIMPEZA, UTENSÍLIOS DOMÉSTICOS, PRODUTOS DE HIGIENE PESSOAL E CONGÊNERES, PARA ATENDER AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE CRISTAIS/MG	_doc	ata	M	Municipal	faf7e3e58a522a255cdcbbdd63b19b81	catalog2	/atas/17888082000155/2022/12/3	6	Pregão - Eletrônico	2467	Cristais		17888082000155-1-000012/2022-000003	3	12	17888082000155	17068	MUNICIPIO DE CRISTAIS			N	Não se aplica	1	Divulgada no PNCP				1	Edital	Ata nº 247/2022	MG	02.03.00	29076	SECRETARIA DE  ADMINISTRAÇÃO E PLANEJAMENTO	
2022	False	2023-08-31T21:12:00.099230	2022-08-04	2022-08-12T17:00:46.947352	2023-08-04	2022-08-08	2022-08-12T17:00:46.947352	REGISTRO DE PREÇO PARA AQUISIÇÃO FUTURA E EVENTUAL DE MATERIAIS DE LIMPEZA, UTENSÍLIOS DOMÉSTICOS, PRODUTOS DE HIGIENE PESSOAL E CONGÊNERES, PARA ATENDER AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE CRISTAIS/MG	_doc	ata	M	Municipal	c8dd46ab53ebe210a2019fea4e0cea51	catalog2	/atas/17888082000155/2022/12/4	6	Pregão - Eletrônico	2467	Cristais		17888082000155-1-000012/2022-000004	4	12	17888082000155	17068	MUNICIPIO DE CRISTAIS			N	Não se aplica	1	Divulgada no PNCP				1	Edital	Ata nº 248/2022	MG	02.03.00	29076	SECRETARIA DE  ADMINISTRAÇÃO E PLANEJAMENTO	
2022	False	2023-08-31T21:12:00.126441	2022-08-04	2022-08-12T17:00:52.503776	2023-08-04	2022-08-08	2022-08-12T17:00:52.503776	REGISTRO DE PREÇO PARA AQUISIÇÃO FUTURA E EVENTUAL DE MATERIAIS DE LIMPEZA, UTENSÍLIOS DOMÉSTICOS, PRODUTOS DE HIGIENE PESSOAL E CONGÊNERES, PARA ATENDER AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE CRISTAIS/MG	_doc	ata	M	Municipal	37b0ab554f76492ef1dc1b913f641245	catalog2	/atas/17888082000155/2022/12/5	6	Pregão - Eletrônico	2467	Cristais		17888082000155-1-000012/2022-000005	5	12	17888082000155	17068	MUNICIPIO DE CRISTAIS			N	Não se aplica	1	Divulgada no PNCP				1	Edital	Ata nº 249/2022	MG	02.03.00	29076	SECRETARIA DE  ADMINISTRAÇÃO E PLANEJAMENTO	
